word1	word2	pos	label	score	fold
idol	sword	N	no-rel	0.29	train
screwdriver	ghost	N	no-rel	0.08	train
cord	line	N	hyp-1	3.29	train
jesus	god	N	hyp-4	3.50	train
price	value	N	hyp-1	4.55	train
server	waitress	N	r-hyp-1	3.85	train
fame	glory	N	cohyp	4.75	train
meter	measure	N	hyp-4	5.90	train
spade	shovel	N	hyp-2	5.08	train
university	school	N	cohyp	5.77	train
bride	gathering	N	no-rel	0.33	train
day	week	N	cohyp	0.75	train
appliance	microwave	N	r-hyp-3	2.00	train
lock	door	N	mero	0.67	train
shoulder	body	N	mero	1.92	train
nun	monk	N	cohyp	2.89	train
shrimp	seafood	N	hyp-1	6.00	train
caffeine	tea	N	mero	1.15	train
hedge	fence	N	hyp-1	3.92	train
boy	kid	N	hyp-2	5.42	train
marble	rock	N	hyp-1	5.00	train
killer	murderer	N	r-hyp-1	5.00	train
bar	pub	N	mero	4.92	train
safety	danger	N	ant	0.25	train
superstition	belief	N	hyp-1	4.15	train
mouth	universe	N	no-rel	0.29	train
place	area	N	hyp-2	4.77	train
spot	mark	N	hyp-1	4.89	train
psychology	science	N	hyp-1	5.27	train
orchid	plant	N	hyp-4	5.45	train
proof	evidence	N	hyp-1	5.30	train
procedure	operation	N	syn	3.67	train
marrow	bone	N	cohyp	2.30	train
pipe	organ	N	mero	3.00	train
auto	car	N	syn	1.90	train
arithmetic	math	N	hyp-2	5.10	train
cupboard	closet	N	syn	3.23	train
nephew	niece	N	ant	0.50	train
wing	bird	N	mero	0.69	train
finger	glove	N	mero	0.62	train
family	home	N	syn	2.25	train
darkness	light	N	ant	0.90	train
haven	shelter	N	hyp-1	2.64	train
fault	failure	N	hyp-2	2.67	train
citrus	tree	N	hyp-3	3.42	train
crew	group	N	hyp-3	5.64	train
extension	addition	N	hyp-1	3.25	train
threshold	door	N	mero	2.00	train
corporal	officer	N	hyp-2	4.80	train
sport	activity	N	hyp-2	5.60	train
lieutenant	officer	N	hyp-3	4.38	train
union	group	N	hyp-3	5.67	train
principle	idea	N	hyp-2	3.25	train
lecture	class	N	mero	5.08	train
leather	material	N	hyp-4	5.54	train
legislature	government	N	mero	3.58	train
foresight	wisdom	N	hyp-4	4.15	train
geometry	math	N	hyp-2	5.46	train
puddle	water	N	hyp-1	3.42	train
manner	style	N	syn	2.54	train
panel	board	N	syn	4.62	train
jaw	face	N	mero	0.73	train
armor	attic	N	no-rel	0.08	train
amateur	heaven	N	no-rel	0.36	train
animal	rat	N	r-hyp-4	0.00	train
joy	sorrow	N	ant	0.69	train
cobra	snake	N	hyp-2	5.45	train
road	avenue	N	r-hyp-3	1.27	train
happiness	emotion	N	hyp-2	5.90	train
sonnet	poem	N	hyp-1	5.38	train
religion	belief	N	hyp-1	4.58	train
performance	seat	N	no-rel	0.09	train
medication	medicine	N	syn	5.00	train
conflict	disagreement	N	r-hyp-1	5.20	train
elbow	joint	N	hyp-3	4.31	train
lunch	breakfast	N	cohyp	0.09	train
mob	group	N	hyp-3	5.18	train
club	organization	N	hyp-4	5.46	train
cathedral	building	N	hyp-3	5.69	train
cone	shape	N	hyp-2	5.83	train
gun	weapon	N	hyp-1	5.92	train
instinct	knowledge	N	hyp-3	2.86	train
dinosaur	animal	N	hyp-4	4.92	train
diner	restaurant	N	hyp-1	5.55	train
saturn	venus	N	cohyp	0.77	train
snack	meal	N	hyp-1	5.30	train
pasta	salad	N	cohyp	2.55	train
ivy	plant	N	hyp-3	5.40	train
tennis	activity	N	hyp-4	5.42	train
rock	boulder	N	r-hyp-1	2.00	train
kidney	organ	N	hyp-3	5.92	train
device	phone	N	r-hyp-4	1.38	train
pope	leader	N	hyp-2	5.22	train
knife	dagger	N	r-hyp-1	2.92	train
task	chore	N	syn	4.30	train
bolt	lock	N	mero	5.50	train
strength	ability	N	hyp-2	4.90	train
scrap	piece	N	hyp-1	4.30	train
keyboard	organ	N	mero	3.23	train
soil	ground	N	hyp-1	4.62	train
punishment	reward	N	ant	1.08	train
whale	cricket	N	no-rel	0.08	train
cure	remedy	N	syn	4.69	train
chair	furniture	N	hyp-2	6.00	train
herb	food	N	hyp-4	4.00	train
jungle	forest	N	hyp-1	4.75	train
chain	bucket	N	no-rel	0.00	train
bunny	rabbit	N	hyp-1	3.91	train
lieutenant	courage	N	no-rel	0.54	train
macaroni	food	N	hyp-2	5.45	train
customer	person	N	hyp-3	5.45	train
twig	branch	N	hyp-1	4.46	train
wall	department	N	no-rel	0.40	train
fingernail	finger	N	mero	0.90	train
producer	maker	N	hyp-1	4.56	train
aspirin	drug	N	hyp-3	5.92	train
square	circle	N	cohyp	0.42	train
cow	animal	N	hyp-4	6.00	train
material	rubber	N	r-hyp-4	0.77	train
jaw	bone	N	hyp-1	4.91	train
hatchet	ax	N	hyp-1	4.73	train
animal	duck	N	r-hyp-4	1.00	train
paddy	rice	N	hyp-1	1.54	train
christ	jesus	N	syn	2.27	train
ascent	descent	N	ant	1.00	train
clerk	worker	N	hyp-2	5.31	train
share	stock	N	mero	3.14	train
crossing	road	N	mero	2.08	train
mushroom	monster	N	no-rel	0.09	train
mammal	dolphin	N	r-hyp-4	0.64	train
yolk	egg	N	mero	1.20	train
hobby	interest	N	hyp-1	4.82	train
speaker	person	N	hyp-3	4.25	train
heaven	hell	N	ant	0.40	train
adverb	noun	N	cohyp	1.00	train
boy	child	N	hyp-2	5.77	train
penny	coin	N	hyp-1	5.73	train
toll	fee	N	hyp-1	5.60	train
earring	ring	N	cohyp	1.70	train
ground	land	N	syn	4.73	train
starboard	toilet	N	no-rel	0.15	train
jealousy	feeling	N	hyp-4	5.58	train
tennis	recreation	N	hyp-4	4.69	train
triangle	shape	N	hyp-4	5.70	train
remorse	repentance	N	r-hyp-1	2.10	train
task	duty	N	hyp-1	3.92	train
iron	steel	N	mero	3.33	train
rubber	material	N	hyp-4	5.62	train
haystack	pile	N	hyp-2	5.08	train
goal	achievement	N	hyp-4	4.71	train
twelve	number	N	hyp-3	6.00	train
data	information	N	syn	5.18	train
video	television	N	mero	1.45	train
math	science	N	hyp-1	3.62	train
juice	milk	N	cohyp	0.33	train
collar	neck	N	mero	0.73	train
glass	cup	N	cohyp	4.43	train
reminiscence	memory	N	hyp-1	4.09	train
lily	plant	N	hyp-4	5.64	train
flour	bread	N	mero	0.25	train
farmer	worker	N	hyp-3	5.64	train
cauliflower	food	N	hyp-4	5.86	train
game	chess	N	r-hyp-3	1.69	train
hair	mammal	N	mero	1.00	train
meatball	food	N	hyp-3	5.93	train
chemistry	knife	N	no-rel	0.50	train
medication	saxophone	N	no-rel	0.00	train
worker	mechanic	N	r-hyp-3	1.31	train
hamburger	food	N	hyp-4	5.85	train
beaver	animal	N	hyp-4	5.85	train
brain	motion	N	no-rel	0.08	train
mother	father	N	ant	0.69	train
gas	automobile	N	mero	1.20	train
forehead	face	N	mero	1.54	train
egg	milk	N	cohyp	0.18	train
runner	athlete	N	hyp-1	5.14	train
organ	kidney	N	r-hyp-3	1.17	train
steak	food	N	hyp-3	5.85	train
toe	foot	N	mero	0.22	train
three	six	N	cohyp	1.80	train
animal	beast	N	syn	3.40	train
blossom	kangaroo	N	no-rel	0.15	train
elm	oak	N	cohyp	1.50	train
flask	bottle	N	hyp-1	5.30	train
astronomy	science	N	hyp-3	5.92	train
saber	sword	N	hyp-2	5.40	train
rainbow	sky	N	mero	0.82	train
director	supervisor	N	hyp-1	5.08	train
broth	food	N	hyp-4	5.92	train
keyboard	typewriter	N	mero	2.86	train
cherry	fruit	N	hyp-2	5.92	train
detail	point	N	syn	2.33	train
gravity	force	N	hyp-2	5.70	train
person	nomad	N	r-hyp-3	1.54	train
smog	achievement	N	no-rel	0.50	train
science	anatomy	N	r-hyp-4	0.45	train
country	region	N	hyp-3	2.40	train
neighborhood	area	N	hyp-1	5.09	train
king	queen	N	ant	0.43	train
flower	orchid	N	r-hyp-1	2.15	train
homework	project	N	hyp-3	3.36	train
department	organization	N	hyp-4	2.90	train
outside	inside	N	ant	0.23	train
male	female	N	ant	1.08	train
medication	treatment	N	hyp-3	4.83	train
grape	food	N	hyp-3	5.90	train
shelf	closet	N	mero	1.31	train
club	fraternity	N	r-hyp-1	2.08	train
submarine	vessel	N	hyp-4	5.15	train
mussel	seafood	N	hyp-2	5.33	train
front	rear	N	ant	0.30	train
enemy	crocodile	N	no-rel	0.20	train
formula	baker	N	no-rel	0.55	train
crater	volcano	N	mero	1.00	train
clerk	calculus	N	no-rel	0.64	train
hawk	eagle	N	cohyp	1.00	train
oak	necklace	N	no-rel	0.15	train
fear	tenor	N	no-rel	0.17	train
morning	intelligence	N	no-rel	0.17	train
mistake	ruler	N	no-rel	0.15	train
deck	ship	N	mero	0.31	train
mammal	elephant	N	r-hyp-3	0.33	train
refrigerator	ball	N	no-rel	0.10	train
lunch	violin	N	no-rel	0.15	train
oak	pine	N	cohyp	0.83	train
response	question	N	ant	0.77	train
pepper	salt	N	cohyp	0.79	train
peanut	cashew	N	cohyp	1.00	train
hydrogen	helium	N	cohyp	0.50	train
cheese	butter	N	cohyp	0.85	train
scribble	write	V	hyp-1	4.91	train
remark	slay	V	no-rel	0.64	train
shatter	break	V	hyp-2	5.15	train
inspect	search	V	cohyp	3.80	train
magnify	increase	V	hyp-3	4.17	train
slay	kill	V	hyp-1	5.55	train
retain	keep	V	hyp-3	5.33	train
decompose	decay	V	syn	5.33	train
flip	defend	V	no-rel	0.23	train
inform	update	V	r-hyp-1	3.80	train
snatch	catch	V	cohyp	3.31	train
move	sway	V	r-hyp-2	4.20	train
ponder	think	V	hyp-1	5.64	train
accelerate	increase	V	hyp-2	5.00	train
build	break	V	ant	0.64	train
overwhelm	defeat	V	hyp-2	2.85	train
write	talk	V	cohyp	1.58	train
assume	think	V	cohyp	4.38	train
move	stay	V	ant	0.31	train
return	send	V	hyp-3	3.00	train
recommend	advise	V	hyp-1	4.00	train
release	hold	V	ant	1.38	train
evaluate	reflect	V	no-rel	4.08	train
take	have	V	hyp-4	2.17	train
pour	spill	V	cohyp	2.08	train
punch	hit	V	hyp-1	4.85	train
pull	push	V	ant	0.54	train
unload	remove	V	hyp-2	4.45	train
debate	talk	V	hyp-2	4.69	train
purchase	buy	V	syn	4.45	train
create	build	V	r-hyp-1	3.77	train
look	glance	V	r-hyp-1	4.54	train
add	calculate	V	hyp-1	5.23	train
blame	drink	V	no-rel	0.08	train
pull	tug	V	r-hyp-1	4.00	train
advance	take	V	no-rel	1.42	train
touch	pinch	V	r-hyp-3	1.31	train
swim	run	V	cohyp	0.55	train
stir	turn	V	cohyp	2.86	train
analyze	waste	V	no-rel	0.42	train
rationalize	argue	V	hyp-2	3.08	train
remove	unload	V	r-hyp-2	4.17	train
swap	change	V	hyp-1	4.17	train
claim	say	V	hyp-3	2.71	train
fade	diminish	V	hyp-2	5.00	train
unite	marry	V	r-hyp-1	3.85	train
promise	climb	V	no-rel	0.08	train
grab	take	V	hyp-2	4.50	train
squint	look	V	hyp-1	4.69	train
understand	evaluate	V	hyp-3	2.38	train
calculate	deliver	V	no-rel	0.70	train
elect	select	V	hyp-1	4.75	train
recall	remember	V	syn	5.23	train
tell	recommend	V	r-hyp-3	2.83	train
talk	debate	V	r-hyp-2	4.00	train
admit	buy	V	no-rel	0.27	train
save	crash	V	no-rel	0.43	train
show	tell	V	hyp-3	2.64	train
direct	aim	V	hyp-1	3.40	train
limp	walk	V	hyp-1	4.40	train
assume	presume	V	syn	3.27	train
grasp	hold	V	hyp-1	5.43	train
accelerate	build	V	no-rel	0.57	train
differ	agree	V	ant	0.77	train
forget	diminish	V	no-rel	1.27	train
sit	lounge	V	r-hyp-1	3.92	train
presume	think	V	hyp-3	4.11	train
hide	develop	V	no-rel	0.20	train
control	hold	V	r-hyp-3	2.67	train
pray	communicate	V	hyp-2	2.90	train
decline	descend	V	hyp-2	2.50	train
put	give	V	hyp-4	1.80	train
demand	request	V	hyp-1	3.91	train
urge	suggest	V	hyp-1	3.77	train
smash	crush	V	syn	4.80	train
appear	happen	V	hyp-2	1.46	train
pull	tow	V	r-hyp-3	3.36	train
pause	run	V	no-rel	0.09	train
strike	miss	V	ant	1.57	train
stink	smell	V	hyp-2	4.50	train
smash	crash	V	cohyp	3.62	train
erode	tease	V	no-rel	1.00	train
split	tear	V	hyp-1	3.70	train
destroy	taste	V	no-rel	0.20	train
leave	control	V	no-rel	1.07	train
disintegrate	burn	V	cohyp	3.25	train
select	pick	V	r-hyp-1	4.85	train
dominate	control	V	hyp-1	4.46	train
warn	advise	V	hyp-1	5.75	train
pat	touch	V	hyp-2	5.36	train
protect	defend	V	hyp-1	4.70	train
capture	seize	V	hyp-1	5.50	train
criticize	remark	V	hyp-2	5.00	train
reserve	keep	V	hyp-3	4.09	train
closing	finish	V	hyp-1	4.67	train
grab	touch	V	hyp-3	4.30	train
hold	control	V	hyp-3	2.45	train
reject	deny	V	r-hyp-2	4.40	train
admit	deny	V	ant	0.79	train
reduce	shrink	V	syn	3.82	train
hesitate	wait	V	hyp-2	4.85	train
trail	follow	V	hyp-2	4.31	train
speak	scream	V	r-hyp-2	1.60	train
move	evict	V	r-hyp-3	2.46	train
disperse	separate	V	hyp-1	4.27	train
smother	kill	V	hyp-1	4.40	train
recall	ask	V	hyp-4	2.40	train
glance	stare	V	cohyp	2.10	train
ride	walk	V	ant	0.85	train
fade	vanish	V	hyp-1	4.46	train
erode	deteriorate	V	cohyp	4.42	train
persuade	change	V	hyp-3	4.44	train
acknowledge	ignore	V	ant	0.50	train
take	keep	V	hyp-3	2.57	train
change	swap	V	r-hyp-1	5.50	train
look	evaluate	V	hyp-4	4.50	train
annihilate	kill	V	hyp-1	5.00	train
unite	join	V	hyp-1	4.80	train
hurt	upset	V	hyp-1	4.33	train
retreat	descend	V	cohyp	2.55	train
clarify	explain	V	hyp-1	4.92	train
rise	fall	V	ant	0.31	train
blow	annihilate	V	no-rel	2.23	train
build	create	V	hyp-1	5.21	train
giggle	laugh	V	hyp-1	5.18	train
slide	move	V	hyp-1	5.08	train
shiver	shake	V	hyp-2	4.60	train
dismiss	repress	V	no-rel	2.83	train
shift	change	V	hyp-1	5.09	train
gulp	swallow	V	cohyp	5.43	train
tease	perform	V	no-rel	1.75	train
beg	sip	V	no-rel	0.45	train
accelerate	admit	V	no-rel	0.23	train
develop	make	V	hyp-2	4.46	train
drift	float	V	syn	2.73	train
count	evaluate	V	hyp-4	3.67	train
gain	get	V	hyp-1	4.62	train
ask	recall	V	r-hyp-4	1.50	train
flee	run	V	hyp-1	4.75	train
accept	deny	V	ant	0.55	train
wipe	catch	V	no-rel	0.45	train
succeed	fail	V	ant	0.46	train
say	claim	V	r-hyp-3	2.10	train
reserve	hold	V	hyp-4	4.73	train
deny	reject	V	hyp-2	3.92	train
draw	create	V	hyp-2	5.27	train
address	talk	V	hyp-4	3.23	train
argue	rationalize	V	r-hyp-2	2.67	train
bump	grind	V	cohyp	1.00	train
advance	retreat	V	ant	1.00	train
inspect	examine	V	hyp-1	4.55	train
crave	desire	V	hyp-1	4.85	train
reprimand	scold	V	syn	5.00	train
nag	complain	V	hyp-1	5.31	train
move	tow	V	r-hyp-4	2.08	train
suggest	say	V	hyp-2	3.75	train
deteriorate	forget	V	no-rel	2.31	train
attack	remove	V	no-rel	1.14	train
deny	crush	V	no-rel	1.31	train
wipe	rub	V	hyp-1	4.08	train
borrow	bother	V	no-rel	0.77	train
cast	show	V	hyp-2	1.80	train
cook	burn	V	cohyp	2.29	train
give	take	V	ant	0.93	train
describe	explain	V	hyp-4	4.30	train
tease	annoy	V	hyp-3	4.62	train
swear	promise	V	hyp-3	4.85	train
allow	attach	V	no-rel	1.00	train
scramble	mix	V	cohyp	4.46	train
receive	obtain	V	syn	5.27	train
separate	split	V	syn	4.07	train
advise	talk	V	hyp-3	4.67	train
collect	spin	V	no-rel	0.09	train
lounge	sit	V	hyp-1	4.30	train
instruct	inform	V	hyp-1	4.31	train
tug	pull	V	hyp-1	4.77	train
explain	express	V	hyp-2	3.92	train
bother	affect	V	hyp-1	4.17	train
erupt	explode	V	hyp-1	4.69	train
munch	chew	V	hyp-1	4.18	train
hate	reflect	V	no-rel	2.50	train
tow	pull	V	hyp-3	5.18	train
snatch	take	V	hyp-2	5.15	train
defend	protect	V	r-hyp-1	5.08	train
reappear	show	V	cohyp	3.38	train
break	shatter	V	r-hyp-2	3.33	train
embrace	hold	V	hyp-3	5.10	train
aim	direct	V	r-hyp-1	5.00	train
sprinkle	pour	V	cohyp	2.23	train
collect	obtain	V	cohyp	5.00	train
run	jump	V	cohyp	0.71	train
prohibit	disallow	V	syn	5.00	train
do	be	V	hyp-4	1.75	train
hitchhike	travel	V	hyp-3	4.00	train
ascend	rise	V	hyp-1	4.58	train
pause	break	V	hyp-2	4.90	train
blow	pop	V	cohyp	2.20	train
look	squint	V	r-hyp-1	2.17	train
hold	hug	V	r-hyp-3	3.75	train
compound	mix	V	r-hyp-1	3.00	train
suggest	tell	V	hyp-2	4.11	train
chew	grind	V	hyp-1	2.46	train
bother	tease	V	r-hyp-3	1.91	train
wed	marry	V	syn	4.91	train
separate	detach	V	r-hyp-2	4.42	train
take	kidnap	V	r-hyp-2	4.40	train
exercise	work	V	hyp-3	3.00	train
disguise	hide	V	hyp-1	5.00	train
strike	blow	V	cohyp	4.45	train
marry	unite	V	hyp-1	4.92	train
glare	reflect	V	hyp-1	3.62	train
shake	shiver	V	r-hyp-2	3.27	train
discover	find	V	syn	5.00	train
reap	get	V	hyp-3	4.31	train
keep	reserve	V	r-hyp-3	4.83	train
update	inform	V	hyp-1	3.64	train
break	crunch	V	r-hyp-4	3.75	train
erode	decay	V	hyp-1	5.08	train
search	examine	V	hyp-2	4.15	train
defrost	thaw	V	hyp-1	4.62	train
veer	turn	V	hyp-1	4.38	train
yell	speak	V	hyp-2	5.30	train
humiliate	hurt	V	hyp-1	5.07	train
smear	smudge	V	syn	5.00	train
talk	address	V	r-hyp-4	4.00	train
stew	cook	V	hyp-1	5.57	train
burst	erupt	V	r-hyp-1	4.20	train
hum	whistle	V	cohyp	1.14	train
ask	beg	V	cohyp	2.69	train
tease	bother	V	hyp-3	4.42	train
swim	sink	V	ant	0.64	train
kill	smother	V	r-hyp-1	1.42	train
desire	separate	V	no-rel	0.17	train
remove	move	V	hyp-2	3.69	train
buzz	fly	V	hyp-1	1.92	train
suppose	guess	V	syn	4.08	train
recycle	waste	V	cohyp	0.90	train
console	comfort	V	syn	5.71	train
blush	tan	V	cohyp	0.42	train
testify	tell	V	hyp-2	4.58	train
unload	move	V	hyp-4	3.73	train
jog	run	V	hyp-1	4.31	train
tote	carry	V	hyp-1	2.55	train
catch	capture	V	syn	3.91	train
spin	turn	V	hyp-2	5.00	train
invent	create	V	hyp-2	5.64	train
recommend	tell	V	hyp-3	3.92	train
catch	seize	V	hyp-1	3.00	train
disallow	smear	V	no-rel	0.50	train
flush	rinse	V	hyp-1	3.64	train
deny	forget	V	hyp-4	1.50	train
observe	watch	V	hyp-1	5.15	train
decay	erode	V	r-hyp-1	4.40	train
launch	send	V	cohyp	3.64	train
snatch	grab	V	cohyp	5.36	train
borrow	lend	V	ant	1.77	train
add	subtract	V	ant	0.46	train
mix	integrate	V	r-hyp-2	4.77	train
whisper	talk	V	hyp-1	5.50	train
glance	look	V	hyp-1	5.08	train
excuse	pardon	V	syn	3.80	train
descend	create	V	no-rel	1.10	train
touch	pat	V	r-hyp-2	3.73	train
assume	judge	V	hyp-2	3.69	train
understand	accept	V	hyp-2	2.45	train
acknowledge	accept	V	hyp-1	3.50	train
toss	throw	V	hyp-2	4.92	train
drag	pull	V	hyp-1	4.62	train
irritate	spend	V	no-rel	0.31	train
develop	learn	V	hyp-1	3.17	train
hit	run	V	cohyp	1.14	train
stink	dismiss	V	no-rel	0.62	train
acknowledge	admit	V	syn	4.23	train
tell	testify	V	r-hyp-2	4.09	train
reflect	think	V	hyp-1	4.67	train
sway	move	V	hyp-2	4.77	train
sip	drink	V	hyp-1	4.92	train
cook	stew	V	r-hyp-1	1.38	train
toss	pause	V	no-rel	0.08	train
climb	descend	V	ant	0.70	train
swallow	sell	V	no-rel	0.09	train
grasp	crunch	V	no-rel	1.00	train
knock	rap	V	hyp-1	4.00	train
ascend	leave	V	cohyp	1.08	train
help	add	V	no-rel	0.78	train
make	build	V	syn	5.09	train
decay	deteriorate	V	r-hyp-1	4.69	train
frustrate	irritate	V	hyp-2	4.62	train
look	stretch	V	no-rel	0.86	train
announce	say	V	hyp-1	4.55	train
drift	move	V	hyp-1	5.15	train
wait	seize	V	no-rel	0.23	train
pinch	touch	V	hyp-3	4.85	train
bend	turn	V	hyp-1	4.25	train
sell	buy	V	ant	0.92	train
suspect	think	V	hyp-4	2.80	train
learn	judge	V	no-rel	0.77	train
boil	freeze	V	ant	0.30	train
set	swing	V	r-hyp-3	0.83	train
run	control	V	hyp-3	2.91	train
decline	accept	V	ant	0.70	train
design	draw	V	cohyp	3.38	train
sit	stand	V	ant	0.55	train
get	increase	V	no-rel	2.60	train
urge	tell	V	hyp-3	2.60	train
pretend	dunk	V	no-rel	0.18	train
gain	burst	V	no-rel	0.69	train
observe	tan	V	no-rel	0.09	train
blow	strike	V	cohyp	3.58	train
evict	move	V	hyp-3	2.77	train
hitchhike	call	V	no-rel	0.92	train
bother	count	V	no-rel	0.38	train
show	unite	V	no-rel	0.33	train
break	explain	V	no-rel	0.54	train
stop	begin	V	ant	0.23	train
accept	allow	V	r-hyp-1	3.55	train
toss	annoy	V	no-rel	0.36	train
sausage	food	N	hyp-2	5.80	val
peach	pear	N	cohyp	0.43	val
pitchfork	tool	N	hyp-2	5.50	val
curb	side	N	hyp-2	3.15	val
aroma	sleeve	N	no-rel	0.10	val
competence	ability	N	hyp-1	4.64	val
wife	woman	N	hyp-1	4.57	val
tin	aluminum	N	cohyp	1.57	val
tangerine	fruit	N	hyp-4	5.70	val
ankle	leg	N	mero	1.00	val
mongoose	animal	N	hyp-4	5.00	val
minority	toilet	N	no-rel	0.00	val
avenue	road	N	hyp-3	4.83	val
love	feeling	N	hyp-2	6.00	val
vinegar	acid	N	hyp-3	4.75	val
cape	cloak	N	hyp-1	5.00	val
pain	symptom	N	hyp-1	5.31	val
prune	fruit	N	hyp-3	5.10	val
flu	sickness	N	hyp-3	5.55	val
shirt	microscope	N	no-rel	0.15	val
story	tale	N	syn	5.36	val
cigarette	tobacco	N	hyp-2	3.92	val
fish	shark	N	r-hyp-3	0.80	val
threshold	edge	N	hyp-1	3.38	val
shock	reaction	N	hyp-2	5.92	val
alcohol	substance	N	hyp-3	5.50	val
tombstone	grave	N	mero	4.50	val
maroon	color	N	hyp-4	5.90	val
ape	mammal	N	hyp-3	5.92	val
sandwich	meal	N	mero	4.31	val
vanity	conceit	N	syn	2.92	val
ham	meat	N	hyp-3	5.79	val
suitcase	luggage	N	hyp-1	5.92	val
gander	goose	N	hyp-1	3.17	val
star	galaxy	N	mero	1.00	val
emperor	ruler	N	hyp-2	5.46	val
crevice	space	N	hyp-2	4.09	val
daughter	child	N	hyp-2	5.62	val
horn	car	N	mero	0.85	val
medicine	profession	N	hyp-2	4.15	val
seal	animal	N	hyp-4	5.82	val
drum	instrument	N	hyp-2	5.70	val
fluid	water	N	r-hyp-2	1.67	val
squad	group	N	hyp-4	5.00	val
measure	gallon	N	r-hyp-4	0.82	val
heel	thigh	N	no-rel	0.09	val
trumpet	instrument	N	hyp-3	5.92	val
perch	roost	N	mero	3.60	val
valve	heart	N	mero	1.30	val
water	puddle	N	r-hyp-1	2.00	val
elimination	process	N	hyp-4	4.50	val
bucket	barrel	N	cohyp	2.14	val
wardrobe	closet	N	syn	3.73	val
lid	eye	N	mero	1.08	val
smog	pollution	N	hyp-2	6.00	val
navigator	sailor	N	hyp-3	4.20	val
vehicle	truck	N	r-hyp-4	0.73	val
hamburger	sandwich	N	hyp-1	4.50	val
foundation	organization	N	hyp-3	4.00	val
monster	beast	N	hyp-4	5.20	val
dope	pot	N	syn	4.00	val
instrument	scalpel	N	r-hyp-4	1.50	val
antidote	medicine	N	hyp-2	4.77	val
commander	lieutenant	N	cohyp	2.50	val
victor	loser	N	ant	0.58	val
trench	ditch	N	hyp-1	5.21	val
zipper	pants	N	mero	0.09	val
meeting	conference	N	r-hyp-1	2.90	val
cabin	house	N	hyp-1	5.17	val
mother	female	N	hyp-3	5.42	val
clay	brick	N	mero	3.20	val
turkey	meat	N	hyp-3	5.80	val
soul	music	N	hyp-3	5.80	val
lamb	animal	N	hyp-3	6.00	val
stomach	abdomen	N	syn	2.38	val
bird	gander	N	r-hyp-4	0.64	val
cherry	grape	N	cohyp	0.62	val
talent	ability	N	hyp-3	3.40	val
mattress	bed	N	mero	2.42	val
south	direction	N	hyp-3	5.60	val
lord	lady	N	ant	1.30	val
stage	robber	N	no-rel	0.20	val
feather	bird	N	mero	0.27	val
ruler	emperor	N	r-hyp-2	2.57	val
biology	science	N	hyp-3	6.00	val
square	rectangle	N	hyp-1	3.00	val
publication	magazine	N	r-hyp-1	3.67	val
employee	employer	N	ant	0.54	val
inability	ability	N	ant	1.73	val
county	country	N	cohyp	1.15	val
stool	beginning	N	no-rel	0.10	val
speech	language	N	syn	3.67	val
monk	adversary	N	no-rel	0.36	val
wrist	arm	N	mero	0.09	val
ballerina	dancer	N	hyp-2	6.00	val
pedal	bicycle	N	mero	1.17	val
star	shell	N	no-rel	1.08	val
parent	child	N	ant	1.40	val
sphere	globe	N	r-hyp-1	3.27	val
bishop	king	N	cohyp	1.31	val
loft	attic	N	syn	3.15	val
flannel	material	N	hyp-1	5.64	val
poem	sonnet	N	r-hyp-1	1.82	val
disagreement	conflict	N	hyp-1	5.27	val
food	barley	N	r-hyp-3	1.23	val
duty	obligation	N	syn	4.91	val
week	beginning	N	no-rel	1.36	val
group	staff	N	r-hyp-3	2.33	val
deny	refuse	V	hyp-2	5.15	val
soothe	comfort	V	syn	5.36	val
tell	suggest	V	r-hyp-2	3.29	val
accept	restore	V	no-rel	0.69	val
speak	knock	V	no-rel	0.58	val
depart	arrive	V	ant	1.08	val
tow	tell	V	no-rel	0.15	val
