word1	word2	pos	label	score	fold
fail	operate	V	no-rel	0.73	val
pick	select	V	hyp-1	4.80	val
perform	talk	V	no-rel	1.80	val
educate	inform	V	hyp-2	4.77	val
fix	attach	V	hyp-1	3.40	val
snooze	nap	V	hyp-1	4.69	val
renounce	change	V	hyp-4	3.86	val
allow	accept	V	hyp-1	4.00	val
recruit	get	V	hyp-4	4.08	val
wait	hesitate	V	r-hyp-2	3.60	val
hold	wait	V	hyp-3	3.67	val
rearrange	move	V	hyp-3	4.83	val
insult	hurt	V	hyp-1	5.50	val
defeat	renounce	V	hyp-4	1.25	val
chuck	toss	V	syn	4.77	val
radish	carrot	N	cohyp	0.09	test
swing	push	V	cohyp	1.83	test
rhyme	dinner	N	no-rel	0.00	test
glass	cabinet	N	no-rel	1.92	test
geology	study	N	hyp-4	5.38	test
nitrogen	oxygen	N	cohyp	0.31	test
reason	cause	N	syn	3.46	test
chipmunk	squirrel	N	hyp-1	1.69	test
topic	theme	N	syn	3.71	test
crane	bird	N	hyp-3	5.30	test
winter	season	N	hyp-1	5.83	test
chair	bench	N	cohyp	2.36	test
bat	club	N	hyp-1	3.60	test
annoy	tease	V	r-hyp-3	3.70	test
rearrange	organize	V	cohyp	5.00	test
technique	knowledge	N	hyp-4	2.55	test
spouse	mate	N	syn	4.67	test
jupiter	pluto	N	cohyp	0.33	test
perch	fish	N	hyp-4	3.69	test
canoe	boat	N	hyp-2	6.00	test
cue	clue	N	syn	2.23	test
talk	communicate	V	hyp-1	5.55	test
subtraction	mansion	N	no-rel	0.00	test
chain	link	N	cohyp	4.00	test
sub	submarine	N	syn	1.92	test
liver	biologist	N	no-rel	0.23	test
authority	power	N	hyp-2	5.46	test
shore	beach	N	cohyp	2.00	test
stoplight	signal	N	hyp-2	5.40	test
theft	addition	N	no-rel	1.00	test
mustache	hair	N	hyp-2	4.55	test
hall	passage	N	hyp-3	5.10	test
sickle	tool	N	hyp-4	4.69	test
infant	baby	N	syn	3.75	test
empire	kingdom	N	cohyp	4.00	test
desire	attack	V	no-rel	0.43	test
group	choir	N	r-hyp-3	1.46	test
range	stove	N	syn	3.62	test
rubber	eraser	N	hyp-1	4.09	test
communication	conversation	N	r-hyp-3	2.42	test
washer	appliance	N	hyp-3	5.64	test
tub	bathroom	N	mero	0.90	test
swan	trip	N	no-rel	0.08	test
learn	develop	V	r-hyp-1	3.92	test
mission	assignment	N	hyp-1	5.08	test
liquor	gin	N	r-hyp-1	0.83	test
sunset	evening	N	mero	2.00	test
daughter	son	N	ant	1.18	test
cent	dollar	N	mero	0.62	test
speech	lecture	N	r-hyp-1	3.90	test
encyclopedia	book	N	hyp-2	5.36	test
picture	image	N	syn	5.00	test
digger	worker	N	hyp-4	4.50	test
period	puberty	N	r-hyp-2	2.90	test
liquid	substance	N	hyp-2	5.38	test
lettuce	food	N	hyp-4	5.83	test
instrument	piano	N	r-hyp-2	0.33	test
emotion	feeling	N	hyp-1	4.67	test
snap	pop	V	cohyp	2.80	test
wine	grape	N	mero	0.83	test
idea	suggestion	N	r-hyp-1	2.38	test
suppose	think	V	hyp-3	5.42	test
jeep	vehicle	N	hyp-4	5.91	test
integrate	mix	V	hyp-2	5.50	test
pistol	weapon	N	hyp-3	5.77	test
legion	group	N	hyp-4	4.60	test
hip	body	N	mero	1.40	test
crab	food	N	hyp-3	5.46	test
crush	demolish	V	syn	5.00	test
beast	monster	N	r-hyp-4	3.69	test
grass	marrow	N	no-rel	0.38	test
column	paper	N	mero	0.77	test
ear	employee	N	no-rel	0.45	test
hustle	move	V	hyp-1	4.60	test
designer	creator	N	hyp-1	5.40	test
alto	tenor	N	cohyp	0.91	test
cherry	tree	N	hyp-3	4.30	test
faith	religion	N	syn	2.08	test
goal	chisel	N	no-rel	0.27	test
sidewalk	path	N	hyp-2	5.25	test
queen	shower	N	no-rel	0.27	test
volleyball	sport	N	hyp-3	6.00	test
kidnap	take	V	hyp-2	4.69	test
oatmeal	food	N	hyp-3	6.00	test
sphere	shape	N	hyp-2	5.91	test
divide	obtain	V	no-rel	0.83	test
abdomen	belly	N	syn	2.31	test
novel	fiction	N	hyp-1	3.46	test
pan	utensil	N	hyp-3	2.69	test
swallow	waste	V	no-rel	0.90	test
limousine	vehicle	N	hyp-4	6.00	test
adverb	word	N	hyp-3	5.25	test
history	jewel	N	no-rel	0.23	test
path	leopard	N	no-rel	0.20	test
atlas	book	N	hyp-2	4.82	test
sorrow	father	N	no-rel	0.17	test
man	woman	N	ant	0.36	test
ancestor	father	N	r-hyp-4	2.50	test
fungus	plant	N	cohyp	2.85	test
friend	foe	N	ant	0.79	test
rooster	chicken	N	hyp-1	4.10	test
shake	sink	V	no-rel	0.31	test
coleslaw	food	N	hyp-4	5.55	test
animal	reptile	N	r-hyp-3	0.70	test
blush	clarify	V	no-rel	0.20	test
writing	story	N	r-hyp-3	2.46	test
person	idol	N	r-hyp-4	1.82	test
banjo	instrument	N	hyp-2	6.00	test
mate	marriage	N	mero	1.62	test
policeman	law	N	mero	2.67	test
boy	man	N	hyp-1	2.27	test
perform	sing	V	r-hyp-2	2.64	test
heart	intellect	N	no-rel	0.55	test
mistake	error	N	syn	5.10	test
rib	animal	N	no-rel	0.21	test
anisette	alcohol	N	hyp-2	3.23	test
potato	vegetable	N	hyp-2	5.38	test
operation	spirit	N	no-rel	0.15	test
brother	fraternity	N	mero	1.85	test
coffee	milk	N	cohyp	0.27	test
blackberry	fruit	N	hyp-3	5.82	test
hip	joint	N	hyp-3	4.69	test
hood	cap	N	syn	1.70	test
fish	valve	N	no-rel	0.00	test
point	sword	N	mero	0.45	test
evaluate	judge	V	hyp-1	4.36	test
officer	corporal	N	r-hyp-2	0.73	test
painter	artist	N	hyp-1	5.77	test
shovel	pail	N	cohyp	0.33	test
mixture	variety	N	syn	4.92	test
sing	perform	V	hyp-2	5.23	test
marriage	status	N	hyp-3	5.00	test
girl	child	N	hyp-2	5.33	test
flask	container	N	hyp-3	5.62	test
maple	tree	N	hyp-2	5.82	test
wag	move	V	hyp-3	4.08	test
flu	illness	N	hyp-3	5.80	test
tusk	elephant	N	mero	1.50	test
sob	cry	V	hyp-1	5.56	test
sirloin	meat	N	hyp-2	5.00	test
ax	tool	N	hyp-4	5.31	test
squeeze	hold	V	hyp-3	5.00	test
shark	fish	N	hyp-3	5.80	test
go	dismiss	V	r-hyp-4	1.43	test
king	ruler	N	hyp-2	5.25	test
party	group	N	hyp-3	4.69	test
forget	deny	V	r-hyp-4	1.62	test
elbow	arm	N	mero	1.23	test
point	needle	N	mero	0.82	test
dinner	drawer	N	no-rel	0.00	test
darkness	flannel	N	no-rel	0.23	test
tractor	vehicle	N	hyp-3	5.62	test
fortune	wealth	N	hyp-2	3.20	test
turn	differ	V	no-rel	2.70	test
trigger	gun	N	mero	0.57	test
nail	claw	N	cohyp	3.80	test
attach	connect	V	hyp-1	5.71	test
atlas	encyclopedia	N	cohyp	4.60	test
history	study	N	hyp-2	4.58	test
sell	acknowledge	V	no-rel	0.64	test
pelt	throw	V	hyp-1	4.67	test
wing	airplane	N	mero	0.62	test
biscuit	citrus	N	no-rel	0.23	test
executive	chief	N	hyp-1	5.40	test
smear	wipe	V	cohyp	4.10	test
tooth	saw	N	mero	1.85	test
twilight	wealth	N	no-rel	0.18	test
marriage	needle	N	no-rel	0.08	test
thought	belief	N	hyp-1	3.08	test
misery	sorrow	N	cohyp	4.92	test
deteriorate	decay	V	hyp-1	4.62	test
symphony	music	N	hyp-4	5.10	test
stair	stairway	N	mero	1.69	test
soap	cleaner	N	hyp-1	5.45	test
come	leave	V	cohyp	0.92	test
jazz	music	N	hyp-2	5.77	test
attack	assault	V	syn	4.77	test
hammock	bed	N	hyp-1	5.00	test
boyfriend	girlfriend	N	cohyp	0.79	test
tuba	instrument	N	hyp-2	5.85	test
cauliflower	broccoli	N	cohyp	0.09	test
enemy	opponent	N	hyp-1	5.20	test
schedule	list	N	hyp-1	4.42	test
ascend	climb	V	cohyp	4.38	test
ancestor	parent	N	r-hyp-3	3.70	test
construct	make	V	hyp-1	5.00	test
trombone	instrument	N	hyp-3	5.90	test
grandma	grandparent	N	hyp-1	6.00	test
queen	royalty	N	mero	5.93	test
hobby	activity	N	hyp-3	4.27	test
yarn	thread	N	syn	4.62	test
recreation	activity	N	hyp-1	4.27	test
stool	toilet	N	mero	1.00	test
marry	join	V	hyp-2	3.55	test
person	speaker	N	r-hyp-3	2.50	test
stone	jewelry	N	mero	2.69	test
cradle	crib	N	cohyp	5.00	test
graph	chart	N	cohyp	5.00	test
overwhelm	overcome	V	syn	2.85	test
scream	speak	V	hyp-2	3.69	test
professional	amateur	N	ant	0.23	test
person	guest	N	r-hyp-3	1.73	test
beat	defeat	V	hyp-1	4.62	test
vessel	vehicle	N	hyp-2	3.83	test
elect	pick	V	cohyp	5.23	test
science	discipline	N	hyp-1	4.20	test
rice	food	N	hyp-3	6.00	test
anxiety	feeling	N	hyp-2	5.93	test
climber	person	N	hyp-3	3.00	test
argument	conflict	N	hyp-1	4.92	test
buggy	vehicle	N	hyp-4	4.92	test
baseball	game	N	hyp-4	6.00	test
animal	message	N	no-rel	0.18	test
carrot	food	N	hyp-4	5.89	test
traitor	thief	N	cohyp	1.58	test
knit	weave	V	cohyp	3.92	test
cloak	coat	N	cohyp	5.21	test
engine	train	N	mero	1.75	test
inmate	convict	N	syn	5.25	test
goal	success	N	hyp-2	4.00	test
barrier	wall	N	r-hyp-2	4.64	test
venom	poison	N	hyp-3	4.75	test
closet	room	N	hyp-1	3.92	test
mussel	scallop	N	cohyp	2.85	test
reach	construct	V	no-rel	0.40	test
swimmer	runner	N	cohyp	0.58	test
soil	dirt	N	syn	4.62	test
back	shoulder	N	cohyp	1.69	test
calculus	lettuce	N	no-rel	0.67	test
destroy	kill	V	r-hyp-1	3.92	test
trim	fit	V	hyp-2	3.15	test
inch	measure	N	hyp-4	5.36	test
prism	pyramid	N	cohyp	3.38	test
attention	focus	N	r-hyp-2	5.10	test
methodist	baptist	N	cohyp	2.54	test
shine	glow	V	r-hyp-1	3.91	test
car	train	N	mero	1.67	test
jar	container	N	hyp-2	5.50	test
banquet	party	N	hyp-2	5.36	test
porpoise	whale	N	hyp-3	1.08	test
divide	add	V	cohyp	0.83	test
pie	food	N	hyp-3	5.40	test
foe	adversary	N	hyp-1	4.86	test
dolphin	oxygen	N	no-rel	0.14	test
keep	give	V	hyp-4	0.38	test
job	activity	N	hyp-1	4.77	test
freezer	refrigerator	N	hyp-2	2.15	test
lodge	home	N	hyp-3	5.25	test
oxygen	water	N	mero	0.46	test
opponent	adversary	N	syn	4.85	test
finger	thumb	N	r-hyp-1	0.64	test
chief	executive	N	r-hyp-1	4.18	test
destiny	stream	N	no-rel	0.38	test
bit	portion	N	hyp-1	3.82	test
calf	animal	N	hyp-3	5.38	test
war	anatomy	N	no-rel	0.67	test
building	skyscraper	N	r-hyp-1	2.38	test
cashier	person	N	hyp-1	4.46	test
alley	way	N	hyp-4	3.85	test
jar	bottle	N	cohyp	3.08	test
outline	sketch	N	cohyp	4.50	test
periscope	submarine	N	mero	1.40	test
rat	animal	N	hyp-4	6.00	test
singer	evidence	N	no-rel	0.00	test
stag	deer	N	hyp-2	4.62	test
saucer	dish	N	syn	5.00	test
monopoly	game	N	hyp-3	5.82	test
picture	television	N	mero	0.64	test
feed	starve	V	ant	0.50	test
change	persuade	V	r-hyp-3	2.83	test
seat	throne	N	r-hyp-3	3.57	test
crib	treatment	N	no-rel	0.31	test
creature	bug	N	r-hyp-4	2.23	test
reach	increase	V	no-rel	2.07	test
furniture	recliner	N	r-hyp-4	1.64	test
blaze	flame	N	hyp-1	2.50	test
beard	goat	N	mero	0.92	test
human	mammal	N	hyp-4	5.90	test
spine	backbone	N	syn	4.64	test
poem	writing	N	hyp-2	5.67	test
blame	accuse	V	cohyp	4.55	test
glide	float	V	cohyp	3.11	test
take	snatch	V	r-hyp-2	4.55	test
chamber	cell	N	cohyp	3.00	test
boulder	rock	N	hyp-1	5.50	test
custard	food	N	hyp-3	5.79	test
foot	leg	N	mero	1.17	test
wing	angel	N	mero	0.67	test
line	ointment	N	no-rel	0.15	test
gauze	bandage	N	mero	4.90	test
overwhelm	upset	V	cohyp	3.64	test
problem	difficulty	N	hyp-1	4.25	test
purse	handbag	N	syn	5.58	test
guilt	innocence	N	ant	0.45	test
cake	food	N	hyp-3	5.82	test
sidewalk	walkway	N	hyp-1	5.08	test
publisher	person	N	hyp-3	3.62	test
water	substance	N	hyp-4	4.55	test
shrub	bush	N	syn	4.92	test
gallon	pint	N	cohyp	1.17	test
tissue	skin	N	r-hyp-3	2.62	test
cattle	herd	N	mero	3.64	test
tornado	storm	N	hyp-3	4.50	test
shell	husk	N	hyp-2	2.69	test
walnut	tree	N	hyp-3	3.85	test
brand	type	N	cohyp	3.43	test
vest	shirt	N	cohyp	3.60	test
travel	hitchhike	V	r-hyp-3	1.38	test
glow	shine	V	hyp-1	4.67	test
nucleus	atom	N	mero	1.15	test
butcher	baker	N	cohyp	0.50	test
integrity	honesty	N	hyp-1	4.58	test
foot	plant	N	no-rel	0.42	test
west	direction	N	hyp-3	5.85	test
ounce	measure	N	hyp-4	5.67	test
creation	beginning	N	hyp-1	4.00	test
refuse	stop	V	no-rel	4.00	test
mouse	animal	N	hyp-4	5.71	test
desert	oasis	N	cohyp	1.55	test
model	example	N	syn	3.00	test
bouillon	food	N	hyp-4	4.85	test
observe	stop	V	no-rel	0.50	test
myth	fiction	N	hyp-2	5.15	test
dunk	dip	V	syn	4.38	test
sit	lie	V	ant	1.21	test
surgeon	doctor	N	hyp-1	5.18	test
green	yellow	N	cohyp	1.25	test
painting	washer	N	no-rel	0.40	test
charity	kindness	N	hyp-2	5.10	test
detach	attach	V	ant	1.00	test
erupt	burst	V	hyp-1	4.00	test
pistol	gun	N	hyp-2	5.92	test
crossing	turtle	N	no-rel	0.18	test
vision	perception	N	hyp-2	2.29	test
sister	sorority	N	mero	1.07	test
reader	person	N	hyp-2	4.46	test
duty	task	N	r-hyp-1	3.00	test
breast	chest	N	mero	3.20	test
address	stand	V	no-rel	1.42	test
musk	scent	N	hyp-1	5.62	test
officer	law	N	mero	3.08	test
shape	prism	N	r-hyp-3	1.62	test
whale	cave	N	no-rel	0.10	test
delay	hurry	V	ant	0.27	test
way	path	N	syn	4.67	test
cuff	sleeve	N	mero	2.64	test
daughter	female	N	hyp-2	4.80	test
eyeball	eye	N	mero	2.17	test
seagull	bird	N	hyp-4	6.00	test
get	recruit	V	r-hyp-4	3.18	test
son	daughter	N	ant	0.91	test
taxi	cab	N	syn	3.75	test
insect	mosquito	N	r-hyp-2	1.08	test
technology	knowledge	N	hyp-4	4.27	test
beef	cow	N	cohyp	1.31	test
give	let	V	hyp-1	2.54	test
person	citizen	N	r-hyp-2	3.10	test
science	math	N	r-hyp-1	1.10	test
pork	hog	N	mero	2.15	test
squid	octopus	N	cohyp	2.27	test
trunk	tree	N	mero	1.00	test
swan	animal	N	hyp-4	5.85	test
deny	repress	V	hyp-4	3.73	test
pastry	food	N	hyp-4	5.30	test
swing	set	V	hyp-3	0.62	test
skin	tissue	N	hyp-3	4.70	test
frustration	anger	N	hyp-2	5.15	test
violin	viola	N	cohyp	1.83	test
hurt	insult	V	r-hyp-1	3.92	test
strawberry	fruit	N	hyp-3	6.00	test
profit	loss	N	ant	0.11	test
popcorn	food	N	hyp-4	5.85	test
hammer	cancer	N	no-rel	0.31	test
pleasure	herd	N	no-rel	0.00	test
skyscraper	building	N	hyp-1	5.92	test
fault	mistake	N	syn	3.86	test
faculty	school	N	mero	2.27	test
pronoun	word	N	hyp-2	5.64	test
pardon	persuade	V	no-rel	1.00	test
pavement	street	N	mero	2.69	test
educate	teach	V	hyp-1	5.50	test
screwdriver	hammer	N	cohyp	0.82	test
olympics	event	N	hyp-4	5.80	test
blame	put	V	no-rel	0.58	test
plant	animal	N	cohyp	0.08	test
zucchini	squash	N	hyp-3	4.38	test
biscuit	cookie	N	syn	3.08	test
shovel	tool	N	hyp-2	5.82	test
eight	number	N	hyp-3	5.77	test
sum	amount	N	syn	3.64	test
dismiss	go	V	hyp-4	2.38	test
tablet	medicine	N	hyp-2	4.75	test
wit	humor	N	syn	5.07	test
bedroom	home	N	mero	0.70	test
fruit	cherry	N	r-hyp-2	0.69	test
stack	pile	N	hyp-1	3.58	test
helmet	protection	N	hyp-4	5.18	test
pedal	bike	N	mero	0.54	test
weapon	sword	N	r-hyp-1	1.64	test
haystack	winner	N	no-rel	0.15	test
speaker	hell	N	no-rel	0.23	test
hamper	hold	V	hyp-2	2.00	test
leader	king	N	r-hyp-3	2.73	test
heel	shoe	N	mero	2.15	test
smash	destroy	V	hyp-1	5.25	test
society	people	N	hyp-4	2.00	test
kid	parent	N	ant	0.31	test
silk	fabric	N	hyp-1	5.69	test
bowl	plate	N	cohyp	2.00	test
weapon	dagger	N	r-hyp-2	1.14	test
beer	alcohol	N	hyp-2	5.85	test
oboe	instrument	N	hyp-4	6.00	test
lollipop	candy	N	hyp-1	5.91	test
door	entrance	N	hyp-1	5.15	test
chimpanzee	gorilla	N	cohyp	2.08	test
hornet	wasp	N	hyp-2	3.00	test
weed	grass	N	syn	2.86	test
refuse	deny	V	r-hyp-2	4.54	test
keyboard	computer	N	mero	1.54	test
back	front	N	ant	0.46	test
billboard	sign	N	hyp-1	5.20	test
move	hustle	V	r-hyp-1	2.70	test
give	send	V	hyp-3	3.92	test
duck	bird	N	hyp-4	5.75	test
pier	bridge	N	mero	1.58	test
invent	make	V	hyp-2	4.29	test
biologist	chemist	N	cohyp	1.69	test
haul	carry	V	hyp-1	5.10	test
flake	snow	N	mero	2.20	test
notion	idea	N	hyp-1	4.54	test
chorus	song	N	mero	2.42	test
think	suspect	V	r-hyp-4	2.50	test
weakness	strength	N	ant	2.00	test
sliver	piece	N	hyp-3	2.85	test
touch	grab	V	r-hyp-3	2.77	test
beaker	cup	N	hyp-1	3.77	test
portion	amount	N	hyp-3	5.25	test
bowl	bowling	N	mero	2.31	test
king	monarch	N	hyp-1	5.46	test
impression	avenue	N	no-rel	0.08	test
abuse	mistreat	V	syn	5.30	test
creature	wolf	N	r-hyp-4	0.83	test
adult	child	N	cohyp	0.36	test
calculator	computer	N	syn	5.60	test
creation	event	N	hyp-3	2.85	test
tissue	bridge	N	no-rel	0.40	test
twine	string	N	syn	4.60	test
date	appointment	N	mero	4.67	test
alley	road	N	hyp-3	4.58	test
antler	horn	N	hyp-1	5.30	test
renounce	shake	V	no-rel	1.10	test
detergent	cleaner	N	hyp-1	5.42	test
cricket	sport	N	hyp-4	5.62	test
bury	cover	V	cohyp	3.54	test
advise	teach	V	cohyp	4.50	test
add	multiply	V	cohyp	0.73	test
lean	lay	V	hyp-1	1.50	test
boulevard	road	N	hyp-3	4.93	test
pitchfork	mixture	N	no-rel	0.60	test
football	ball	N	hyp-1	5.62	test
motorcycle	vehicle	N	hyp-4	5.91	test
selection	process	N	hyp-3	4.30	test
bottle	container	N	hyp-2	5.85	test
foresight	knowledge	N	hyp-4	3.90	test
thief	crook	N	hyp-1	5.43	test
tissue	bone	N	r-hyp-3	1.20	test
abdomen	body	N	mero	1.79	test
party	event	N	hyp-3	5.60	test
female	bracelet	N	no-rel	0.08	test
algebra	math	N	hyp-2	6.00	test
clerk	person	N	hyp-3	5.38	test
rub	wipe	V	r-hyp-1	5.17	test
goat	kid	N	r-hyp-1	2.85	test
move	unload	V	r-hyp-4	2.17	test
pine	tree	N	hyp-3	5.85	test
otter	animal	N	hyp-4	5.90	test
raisin	fruit	N	hyp-3	5.42	test
pudding	dessert	N	hyp-1	5.23	test
bugle	instrument	N	hyp-3	6.00	test
pea	food	N	hyp-4	5.69	test
amateur	possession	N	no-rel	0.42	test
road	highway	N	r-hyp-1	2.58	test
army	defense	N	mero	4.00	test
gorilla	primate	N	hyp-4	5.92	test
ability	leadership	N	r-hyp-1	2.17	test
service	mistake	N	no-rel	0.33	test
animal	mammal	N	r-hyp-3	0.75	test
praise	approval	N	hyp-1	5.23	test
satan	god	N	cohyp	1.91	test
wood	forest	N	syn	1.91	test
letter	mail	N	mero	4.91	test
welfare	benefit	N	syn	5.43	test
street	shrimp	N	no-rel	0.08	test
delay	show	V	no-rel	0.09	test
gathering	feast	N	r-hyp-4	1.27	test
scalpel	canary	N	no-rel	0.36	test
competence	war	N	no-rel	0.46	test
blackberry	food	N	hyp-4	6.00	test
celery	lettuce	N	cohyp	1.14	test
breeze	wind	N	hyp-1	4.92	test
laugh	cry	V	ant	0.62	test
octopus	creature	N	hyp-4	5.67	test
rabbit	animal	N	hyp-4	6.00	test
violin	fiddle	N	syn	3.17	test
headache	symptom	N	hyp-3	5.27	test
coleslaw	salad	N	hyp-1	3.31	test
division	group	N	hyp-2	4.10	test
stream	line	N	hyp-1	1.23	test
signal	stoplight	N	r-hyp-2	1.77	test
transplant	move	V	hyp-2	5.08	test
pyramid	shape	N	hyp-3	5.62	test
furniture	chair	N	r-hyp-2	1.00	test
kid	goat	N	hyp-1	3.91	test
allow	return	V	no-rel	1.08	test
worker	labor	N	mero	1.82	test
salesman	person	N	hyp-4	5.25	test
relationship	relation	N	hyp-1	2.77	test
universe	world	N	syn	1.54	test
hundred	number	N	hyp-3	6.00	test
salary	wage	N	syn	4.86	test
robber	darkness	N	no-rel	0.86	test
chapel	temple	N	cohyp	4.36	test
subtract	multiply	V	cohyp	0.69	test
operate	control	V	hyp-3	5.50	test
biscuit	food	N	hyp-4	5.77	test
teacher	professional	N	hyp-2	5.69	test
stretch	pull	V	hyp-1	4.07	test
stocking	pantyhose	N	mero	4.54	test
instrument	guitar	N	r-hyp-2	0.18	test
automobile	vehicle	N	hyp-4	5.75	test
occupation	job	N	syn	3.73	test
property	possession	N	hyp-1	4.46	test
shoulder	elbow	N	cohyp	0.92	test
crunch	break	V	hyp-4	4.75	test
harp	instrument	N	hyp-3	5.92	test
bone	jaw	N	r-hyp-1	1.09	test
chamber	fairytale	N	no-rel	0.54	test
pink	purple	N	cohyp	0.92	test
shower	rain	N	hyp-1	3.62	test
typhoon	storm	N	hyp-3	5.92	test
acid	shell	N	no-rel	0.00	test
flashlight	lamp	N	hyp-2	3.55	test
princess	prince	N	cohyp	1.70	test
foe	enemy	N	syn	5.83	test
honey	sugar	N	cohyp	3.40	test
sandal	shoe	N	hyp-1	5.80	test
street	boulevard	N	r-hyp-1	2.31	test
chimney	swan	N	no-rel	0.29	test
value	amount	N	hyp-1	3.58	test
structure	architecture	N	r-hyp-2	3.20	test
peace	war	N	ant	0.08	test
graft	piece	N	hyp-4	2.30	test
ray	beam	N	syn	4.91	test
letter	sign	N	hyp-4	1.09	test
doorway	entrance	N	hyp-1	5.58	test
jesus	lord	N	hyp-3	4.08	test
poverty	discipline	N	no-rel	0.45	test
cotton	material	N	hyp-4	5.77	test
renounce	defeat	V	r-hyp-4	2.46	test
saturn	planet	N	hyp-2	5.36	test
joint	elbow	N	r-hyp-3	0.64	test
missile	rocket	N	hyp-1	4.00	test
supper	meal	N	hyp-1	5.14	test
tow	move	V	hyp-4	4.42	test
unite	divide	V	ant	1.00	test
proprietor	person	N	hyp-4	5.08	test
impression	act	N	hyp-4	3.60	test
stage	platform	N	hyp-1	5.64	test
state	region	N	hyp-3	5.00	test
person	cashier	N	r-hyp-1	1.00	test
dive	swim	V	hyp-1	4.15	test
selection	choice	N	syn	4.82	test
piano	instrument	N	hyp-2	5.92	test
coach	carriage	N	syn	3.86	test
plant	flower	N	r-hyp-4	2.54	test
reason	intellect	N	syn	4.62	test
restroom	toilet	N	hyp-1	3.46	test
explorer	scientist	N	cohyp	3.33	test
repentance	remorse	N	hyp-1	4.58	test
limit	boundary	N	syn	4.46	test
bench	seat	N	hyp-1	5.82	test
waterfall	river	N	mero	1.73	test
scent	fragrance	N	syn	3.55	test
crew	gang	N	syn	3.46	test
furniture	bed	N	r-hyp-2	1.58	test
wick	candle	N	mero	1.10	test
illness	health	N	ant	1.92	test
clam	food	N	hyp-3	4.92	test
plane	craft	N	hyp-3	5.44	test
note	sorority	N	no-rel	0.27	test
lingerie	underwear	N	hyp-1	5.70	test
shrimp	lobster	N	cohyp	2.09	test
ceremony	funeral	N	r-hyp-1	1.75	test
milk	liquid	N	hyp-2	5.92	test
clay	pottery	N	mero	4.00	test
ruby	emerald	N	cohyp	1.00	test
corpse	throne	N	no-rel	0.08	test
gas	car	N	mero	0.62	test
cop	officer	N	hyp-1	5.20	test
prince	royalty	N	mero	5.91	test
celery	vegetable	N	hyp-1	5.83	test
vanish	fade	V	r-hyp-1	4.15	test
softball	sport	N	hyp-4	5.73	test
squash	vegetable	N	hyp-1	5.77	test
water	ice	N	mero	2.08	test
opening	entrance	N	hyp-1	3.69	test
yogurt	food	N	hyp-3	5.77	test
axon	neuron	N	mero	2.82	test
fury	anger	N	hyp-1	4.80	test
ghost	spirit	N	hyp-2	5.00	test
clove	plant	N	hyp-4	5.08	test
mammal	animal	N	hyp-3	6.00	test
beverage	soda	N	r-hyp-2	0.62	test
talk	advise	V	r-hyp-3	3.54	test
dawn	day	N	cohyp	2.70	test
dinner	food	N	hyp-3	2.91	test
dinosaur	creature	N	hyp-4	5.00	test
detach	separate	V	hyp-2	4.91	test
hockey	sport	N	hyp-4	6.00	test
floor	ground	N	hyp-1	4.69	test
art	sculpture	N	r-hyp-2	1.77	test
game	event	N	hyp-3	3.54	test
catcher	player	N	hyp-4	4.64	test
restore	break	V	cohyp	0.38	test
prestige	status	N	hyp-2	3.64	test
foot	inch	N	cohyp	2.08	test
elephant	officer	N	no-rel	0.23	test
bagel	food	N	hyp-4	6.00	test
sunrise	sunset	N	ant	0.45	test
compute	calculate	V	syn	5.00	test
microwave	appliance	N	hyp-3	6.00	test
grasshopper	cricket	N	cohyp	1.73	test
ruler	dictator	N	r-hyp-1	3.73	test
reap	gain	V	hyp-1	3.92	test
rose	wine	N	hyp-1	4.50	test
corn	food	N	hyp-3	5.62	test
mix	compound	V	hyp-1	3.00	test
sport	ax	N	no-rel	0.09	test
hug	hold	V	hyp-3	5.23	test
throw	toss	V	r-hyp-2	4.70	test
separate	divide	V	syn	5.15	test
cricket	animal	N	hyp-4	3.91	test
water	air	N	cohyp	0.50	test
kill	destroy	V	hyp-1	5.17	test
umbrella	ice	N	no-rel	0.08	test
hammer	pound	N	syn	2.54	test
throat	neck	N	cohyp	2.00	test
hold	hamper	V	r-hyp-2	1.46	test
crocodile	animal	N	hyp-4	6.00	test
flip	jump	V	cohyp	3.60	test
luggage	suitcase	N	r-hyp-1	2.27	test
wool	cloth	N	hyp-1	4.80	test
rifle	gun	N	hyp-2	5.90	test
earring	jewelry	N	hyp-1	5.82	test
concert	event	N	hyp-4	5.73	test
