word1	word2	label	relation	fold
animal	bear	False	other	test
bagpipe	guitar	False	other	test
wizard	spear	False	other	test
motorcycle	sauce	False	other	test
car	conveyance	True	hyper	test
food	beet	False	other	test
jacket	clothing	True	hyper	test
sweater	object	True	hyper	test
grape	apricot	False	other	test
squirrel	animal	True	hyper	test
trumpet	piano	False	other	test
mug	kitchenware	True	hyper	test
saxophone	artefact	True	hyper	test
snake	establishment	False	other	test
stereo	artifact	True	hyper	test
mug	object	True	hyper	test
sword	arm	True	hyper	test
washer	refrigerator	False	other	test
whale	vertebrate	True	hyper	test
hat	blouse	False	other	test
moth	grasshopper	False	other	test
joke	coat	False	other	test
spoon	artefact	True	hyper	test
grenade	weapon	True	hyper	test
phone	good	True	hyper	test
swan	creature	True	hyper	test
villa	habitation	True	hyper	test
television	good	True	hyper	test
ferry	boat	True	hyper	test
artifact	violin	False	other	test
bird	robin	False	other	test
dresser	plating	False	other	test
frigate	bomber	False	other	test
skin	dolphin	False	other	test
juice	cranberry	False	other	test
parsley	minibus	False	other	test
elephant	hospital	False	other	test
car	vehicle	True	hyper	test
wear	scarf	False	other	test
beast	bull	False	other	test
dolphin	cetacean	True	hyper	test
generation	eagle	False	other	test
food	turtle	False	other	test
bottle	container	True	hyper	test
trout	food	True	hyper	test
goat	ear	False	other	test
beast	fox	False	other	test
hospital	building	True	hyper	test
cello	device	True	hyper	test
alligator	carnivore	True	hyper	test
pheasant	bird	True	hyper	test
scarf	covering	True	hyper	test
train	vehicle	True	hyper	test
lion	vertebrate	True	hyper	test
goat	mammal	True	hyper	test
axe	cutlery	True	hyper	test
oven	timer	False	other	test
cod	fish	True	hyper	test
fork	object	True	hyper	test
paw	lion	False	other	test
penguin	teddy	False	other	test
jet	color	False	other	test
coyote	animal	True	hyper	test
object	axe	False	other	test
bowl	artifact	True	hyper	test
hammer	tool	True	hyper	test
violin	artefact	True	hyper	test
dove	vertebrate	True	hyper	test
stove	device	True	hyper	test
ferry	motorcycle	False	other	test
hammer	artifact	True	hyper	test
restaurant	battle	False	other	test
falcon	underdog	False	other	test
sparrow	vertebrate	True	hyper	test
rabbit	mammal	True	hyper	test
castle	housing	True	hyper	test
radio	object	True	hyper	test
iron	knife	False	other	test
shirt	legend	False	other	test
spoon	cutlery	True	hyper	test
skin	pear	False	other	test
saw	object	True	hyper	test
knife	foreboding	False	other	test
fox	sub-committee	False	other	test
blouse	clothing	True	hyper	test
outside	hat	False	other	test
spade	tool	True	hyper	test
grasshopper	creature	True	hyper	test
sweater	button	False	other	test
tooth	snake	False	other	test
apple	food	True	hyper	test
spear	device	True	hyper	test
achiever	cannon	False	other	test
violin	instrument	True	hyper	test
grenade	object	True	hyper	test
launcher	axe	False	other	test
spade	artefact	True	hyper	test
gate	castle	False	other	test
construction	cathedral	False	other	test
elm	oak	False	other	test
tiger	carnivore	True	hyper	test
rabbit	squirrel	False	other	test
fighter	truck	False	other	test
bear	beast	True	hyper	test
swan	bird	True	hyper	test
castle	habitation	True	hyper	test
bus	conveyance	True	hyper	test
radio	system	True	hyper	test
stove	artifact	True	hyper	test
dagger	missile	False	other	test
cow	beast	True	hyper	test
object	phone	False	other	test
stereo	object	True	hyper	test
goldfish	pet	True	hyper	test
washer	object	True	hyper	test
tail	coyote	False	other	test
tree	cedar	False	other	test
vulture	scavenger	True	hyper	test
rabbit	leg	False	other	test
language	tuna	False	other	test
bag	artefact	True	hyper	test
castle	fortification	True	hyper	test
lizard	eye	False	other	test
cushion	chair	False	other	test
turtle	vertebrate	True	hyper	test
liberalization	falcon	False	other	test
spade	shovel	False	other	test
butterfly	affidavit	False	other	test
ketchup	knife	False	other	test
bomber	conveyance	True	hyper	test
strawberry	alibi	False	other	test
bowl	jar	False	other	test
lime	produce	True	hyper	test
garlic	produce	True	hyper	test
sieve	tool	True	hyper	test
robin	vertebrate	True	hyper	test
infiltration	deer	False	other	test
deer	bullshit	False	other	test
hat	good	True	hyper	test
peel	banana	False	other	test
artifact	grenade	False	other	test
beaver	creature	True	hyper	test
cod	salmon	False	other	test
oven	artefact	True	hyper	test
parsley	seasoning	True	hyper	test
catfish	gill	False	other	test
cypress	tree	True	hyper	test
cockroach	bug	True	hyper	test
alligator	snake	False	other	test
robe	clothing	True	hyper	test
roof	villa	False	other	test
head	cabbage	False	other	test
bomb	arm	True	hyper	test
broccoli	film	False	other	test
whale	trout	False	other	test
library	site	True	hyper	test
jacket	artefact	True	hyper	test
scarf	artifact	True	hyper	test
device	rifle	False	other	test
spoon	tool	True	hyper	test
bomber	fuel	False	other	test
bulb	turnip	False	other	test
axe	artifact	True	hyper	test
chair	furniture	True	hyper	test
bus	contracting	False	other	test
beet	vegetable	True	hyper	test
donkey	vertebrate	True	hyper	test
gorilla	animal	True	hyper	test
grasshopper	childhood	False	other	test
hatchet	pincer	False	other	test
dishwasher	object	True	hyper	test
cloak	wear	True	hyper	test
cloak	blouse	False	other	test
food	onion	False	other	test
rat	beast	True	hyper	test
hammer	nausea	False	other	test
battleship	glider	False	other	test
oil	motorcycle	False	other	test
frigate	vehicle	True	hyper	test
creature	cod	False	other	test
pineapple	banana	False	other	test
inn	villa	False	other	test
lion	predator	True	hyper	test
robe	commodity	True	hyper	test
pattern	sweater	False	other	test
construction	castle	False	other	test
hilt	sword	False	other	test
beast	cat	False	other	test
beaver	coyote	False	other	test
stone	cherry	False	other	test
snake	animal	True	hyper	test
sofa	desk	False	other	test
whale	donkey	False	other	test
radio	device	True	hyper	test
plum	gunman	False	other	test
lizard	beast	True	hyper	test
cathedral	church	True	hyper	test
furnishing	chair	False	other	test
scarf	object	True	hyper	test
sieve	object	True	hyper	test
fold	sweater	False	other	test
hotel	lodging	True	hyper	test
scarf	accessory	True	hyper	test
ambulance	artifact	True	hyper	test
hatchet	cannon	False	other	test
helicopter	craft	True	hyper	test
eagle	predator	True	hyper	test
birch	tree	True	hyper	test
sanctity	phone	False	other	test
pig	vertebrate	True	hyper	test
vehicle	ambulance	False	other	test
dove	bird	True	hyper	test
dress	glove	False	other	test
fridge	object	True	hyper	test
yacht	vessel	True	hyper	test
flower	birch	False	other	test
cow	animal	True	hyper	test
vest	clothes	True	hyper	test
shirt	hieroglyphic	False	other	test
bed	artefact	True	hyper	test
cedar	plant	True	hyper	test
willow	tree	True	hyper	test
potato	stooge	False	other	test
cabbage	diy	False	other	test
blouse	robe	False	other	test
gorilla	foot	False	other	test
cod	carp	False	other	test
mackerel	dolphin	False	other	test
animal	swan	False	other	test
mug	whisky	False	other	test
corn	infertility	False	other	test
cashmere	scarf	False	other	test
sword	magazine	False	other	test
beaver	animal	True	hyper	test
rat	cow	False	other	test
ear	squirrel	False	other	test
muzzle	revolver	False	other	test
flute	device	True	hyper	test
ceiling	cottage	False	other	test
hat	artefact	True	hyper	test
penguin	dove	False	other	test
shirt	pattern	False	other	test
londoner	herring	False	other	test
crust	glove	False	other	test
rifle	hockey	False	other	test
fork	turnkey	False	other	test
rat	beaver	False	other	test
giraffe	beast	True	hyper	test
cathedral	site	True	hyper	test
trumpet	violin	False	other	test
ferry	artefact	True	hyper	test
artefact	grenade	False	other	test
kitchenware	fork	False	other	test
ape	gorilla	False	other	test
inn	restaurant	False	other	test
trout	phobia	False	other	test
truck	helicopter	False	other	test
vest	pc	False	other	test
onion	vegetable	True	hyper	test
bicycle	car	False	other	test
catfish	food	True	hyper	test
axe	spade	False	other	test
cricket	butterfly	False	other	test
catfish	fish	True	hyper	test
vest	commodity	True	hyper	test
sweater	artefact	True	hyper	test
goose	waterfowl	True	hyper	test
beast	squirrel	False	other	test
truck	m	False	other	test
pistol	hatchet	False	other	test
scooter	transport	True	hyper	test
fridge	commodity	True	hyper	test
artifact	knife	False	other	test
coyote	creature	True	hyper	test
rabbit	animal	True	hyper	test
television	commodity	True	hyper	test
appliance	stove	False	other	test
piano	device	True	hyper	test
onion	corn	False	other	test
saxophone	fare	False	other	test
ear	gorilla	False	other	test
carrot	turnip	False	other	test
horse	head	False	other	test
rabbit	vertebrate	True	hyper	test
construction	hospital	False	other	test
lime	amazement	False	other	test
whale	tooth	False	other	test
taste	bomber	False	other	test
dove	animal	True	hyper	test
elm	tree	True	hyper	test
tree	poplar	False	other	test
cetacean	whale	False	other	test
cottage	camera	False	other	test
freezer	good	True	hyper	test
corn	produce	True	hyper	test
peach	fruit	True	hyper	test
crow	penguin	False	other	test
hornet	creature	True	hyper	test
dress	wear	True	hyper	test
battleship	bus	False	other	test
cod	seafood	True	hyper	test
artifact	ferry	False	other	test
trigger	cannon	False	other	test
lemon	disguise	False	other	test
cherry	grape	False	other	test
yacht	craft	True	hyper	test
pub	deity	False	other	test
licence	rabbit	False	other	test
wasp	insect	True	hyper	test
wood	spoon	False	other	test
pigeon	creature	True	hyper	test
leg	grasshopper	False	other	test
hospital	structure	True	hyper	test
violin	object	True	hyper	test
pheasant	sparrow	False	other	test
ferry	outfielder	False	other	test
seafood	trout	False	other	test
table	couch	False	other	test
fox	canine	True	hyper	test
phone	artefact	True	hyper	test
justice	jacket	False	other	test
jacket	glove	False	other	test
jacket	dress	False	other	test
artefact	blouse	False	other	test
bomber	aircraft	True	hyper	test
dolphin	mammal	True	hyper	test
chair	artefact	True	hyper	test
stereo	device	True	hyper	test
goldfish	guitar	False	other	test
hotel	accommodation	True	hyper	test
giraffe	mammal	True	hyper	test
mug	container	True	hyper	test
dagger	pommel	False	other	test
gorilla	mammal	True	hyper	test
frigate	raft	False	other	test
glider	craft	True	hyper	test
pigeon	vertebrate	True	hyper	test
furnishing	wardrobe	False	other	test
saw	tool	True	hyper	test
implementer	lion	False	other	test
shirt	good	True	hyper	test
giraffe	leg	False	other	test
trumpet	instrument	True	hyper	test
arm	dagger	False	other	test
eye	frog	False	other	test
scooter	artefact	True	hyper	test
cranberry	produce	True	hyper	test
clothing	glove	False	other	test
fighter	artifact	True	hyper	test
oven	commodity	True	hyper	test
jacket	wear	True	hyper	test
gia	dress	False	other	test
ambulance	conveyance	True	hyper	test
spade	utensil	True	hyper	test
object	trumpet	False	other	test
carrot	parsley	False	other	test
parsley	food	True	hyper	test
sweater	clothing	True	hyper	test
alligator	creature	True	hyper	test
helicopter	artifact	True	hyper	test
jacket	hat	False	other	test
radio	commodity	True	hyper	test
creature	mackerel	False	other	test
corn	vegetable	True	hyper	test
sieve	frame	False	other	test
castle	season	False	other	test
workload	cloak	False	other	test
robe	good	True	hyper	test
donkey	creature	True	hyper	test
telephone	stove	False	other	test
wood	desk	False	other	test
wrench	artefact	True	hyper	test
ant	bug	True	hyper	test
phone	artillery	False	other	test
helicopter	top	False	other	test
snake	beast	True	hyper	test
cucumber	carrot	False	other	test
dishwasher	appliance	True	hyper	test
coconut	food	True	hyper	test
hat	clothing	True	hyper	test
blouse	garment	True	hyper	test
missile	warhead	False	other	test
jacket	good	True	hyper	test
cathedral	building	True	hyper	test
cow	petition	False	other	test
artefact	saw	False	other	test
sofa	artefact	True	hyper	test
turtle	reptile	True	hyper	test
coat	covering	True	hyper	test
fox	carnivore	True	hyper	test
cannon	arm	True	hyper	test
cannon	gun	True	hyper	test
pistol	arm	True	hyper	test
gun	shotgun	False	other	test
goat	food	True	hyper	test
salmon	head	False	other	test
washer	affluence	False	other	test
tanker	artefact	True	hyper	test
vulture	animal	True	hyper	test
gorilla	vertebrate	True	hyper	test
jacket	artifact	True	hyper	test
pub	institution	True	hyper	test
creature	ant	False	other	test
tool	hatchet	False	other	test
silk	vest	False	other	test
ambulance	transport	True	hyper	test
jet	frigate	False	other	test
hotel	pub	False	other	test
dresser	furniture	True	hyper	test
wardrobe	furniture	True	hyper	test
vulture	raptor	True	hyper	test
canine	coyote	False	other	test
box	mug	False	other	test
object	flute	False	other	test
artifact	vest	False	other	test
turnip	food	True	hyper	test
phone	cable	False	other	test
salary	turtle	False	other	test
axe	artefact	True	hyper	test
radio	good	True	hyper	test
sweater	good	True	hyper	test
freezer	artefact	True	hyper	test
ruminant	goat	False	other	test
demonstration	salmon	False	other	test
jar	artefact	True	hyper	test
castle	defence	True	hyper	test
missile	weapon	True	hyper	test
wrench	croatia	False	other	test
dress	clothing	True	hyper	test
penguin	animal	True	hyper	test
flower	willow	False	other	test
vulture	owl	False	other	test
fridge	artefact	True	hyper	test
wood	sofa	False	other	test
passenger	hawk	False	other	test
hatchet	artefact	True	hyper	test
dress	apparel	True	hyper	test
sparrow	creature	True	hyper	test
creature	gorilla	False	other	test
beaver	mammal	True	hyper	test
jet	window	False	other	test
hawk	goose	False	other	test
helicopter	van	False	other	test
iron	spinach	False	other	test
battleship	craft	True	hyper	test
juice	peach	False	other	test
shovel	spoon	False	other	test
jar	object	True	hyper	test
hat	apparel	True	hyper	test
bomb	artefact	True	hyper	test
wrench	utensil	True	hyper	test
deer	vertebrate	True	hyper	test
spear	object	True	hyper	test
key	saxophone	False	other	test
bus	artefact	True	hyper	test
housing	villa	False	other	test
carp	seafood	True	hyper	test
radish	produce	True	hyper	test
box	artefact	True	hyper	test
dwelling	castle	False	other	test
pear	fruit	True	hyper	test
apple	peach	False	other	test
saxophone	object	True	hyper	test
trout	catfish	False	other	test
commodity	hat	False	other	test
glove	garment	True	hyper	test
jet	aeroplane	True	hyper	test
hat	virus	False	other	test
ferry	vehicle	True	hyper	test
lizard	vertebrate	True	hyper	test
piano	investor	False	other	test
table	artefact	True	hyper	test
artefact	stereo	False	other	test
stereo	amplifier	False	other	test
table	furniture	True	hyper	test
freezer	television	False	other	test
battleship	artefact	True	hyper	test
beet	clinician	False	other	test
plumage	goose	False	other	test
blouse	clothes	True	hyper	test
guy	castle	False	other	test
back	train	False	other	test
windshield	jet	False	other	test
castle	lodging	True	hyper	test
pine	tree	True	hyper	test
liar	whale	False	other	test
jet	ambulance	False	other	test
freezer	appliance	True	hyper	test
back	glider	False	other	test
bag	incontinence	False	other	test
dagger	spear	False	other	test
predator	tiger	False	other	test
beef	bull	False	other	test
pistol	object	True	hyper	test
spade	wrench	False	other	test
vest	apparel	True	hyper	test
fighter	transport	True	hyper	test
washer	radio	False	other	test
couch	artefact	True	hyper	test
engine	ferry	False	other	test
alligator	courthouse	False	other	test
alligator	beast	True	hyper	test
turtle	amphibian	True	hyper	test
trunk	car	False	other	test
coyote	petal	False	other	test
scarf	trouser	False	other	test
hat	headdress	True	hyper	test
frog	turtle	False	other	test
cathedral	pub	False	other	test
sweater	covering	True	hyper	test
pub	structure	True	hyper	test
gorilla	elephant	False	other	test
sweater	garment	True	hyper	test
bowl	container	True	hyper	test
cathedral	pulse	False	other	test
artifact	washer	False	other	test
dresser	furnishing	True	hyper	test
mackerel	fish	True	hyper	test
bomber	plane	True	hyper	test
knife	weapon	True	hyper	test
cloak	commodity	True	hyper	test
barrel	shirt	False	other	test
villa	construction	True	hyper	test
bomb	device	True	hyper	test
guitar	artefact	True	hyper	test
wood	box	False	other	test
frigate	artifact	True	hyper	test
gun	object	True	hyper	test
van	tanker	False	other	test
dresser	artifact	True	hyper	test
grapefruit	citrus	True	hyper	test
bodice	dress	False	other	test
coyote	elephant	False	other	test
supply	freezer	False	other	test
pistol	artifact	True	hyper	test
mackerel	vertebrate	True	hyper	test
sheep	creature	True	hyper	test
bird	eagle	False	other	test
truck	vehicle	True	hyper	test
dishwasher	masonry	False	other	test
tiger	animal	True	hyper	test
artifact	blouse	False	other	test
evergreen	cypress	False	other	test
back	cloak	False	other	test
gun	artefact	True	hyper	test
hotel	building	True	hyper	test
van	transport	True	hyper	test
fighter	airplane	True	hyper	test
robe	apparel	True	hyper	test
tiger	creature	True	hyper	test
beaver	eye	False	other	test
cow	mammal	True	hyper	test
jar	container	True	hyper	test
salmon	food	True	hyper	test
desk	beating	False	other	test
tiger	jaw	False	other	test
fighter	plane	True	hyper	test
cat	mammal	True	hyper	test
restaurant	edifice	True	hyper	test
box	mortality	False	other	test
mackerel	seafood	True	hyper	test
rifle	artefact	True	hyper	test
snake	creature	True	hyper	test
whale	mammal	True	hyper	test
hospital	institution	True	hyper	test
lock-up	spoon	False	other	test
stump	pine	False	other	test
knife	fork	False	other	test
pheasant	vertebrate	True	hyper	test
beak	vulture	False	other	test
beaver	rodent	True	hyper	test
elephant	vertebrate	True	hyper	test
sofa	furniture	True	hyper	test
screwdriver	object	True	hyper	test
bowl	object	True	hyper	test
castle	restaurant	False	other	test
cutlery	knife	False	other	test
rabbit	herbivore	True	hyper	test
spoon	tableware	True	hyper	test
coat	hem	False	other	test
commodity	sweater	False	other	test
table	functioning	False	other	test
tiger	beast	True	hyper	test
vest	skin	False	other	test
scarf	commodity	True	hyper	test
bottle	artifact	True	hyper	test
revolver	object	True	hyper	test
freight	sheep	False	other	test
dress	object	True	hyper	test
revolver	gun	True	hyper	test
dagger	artefact	True	hyper	test
cucumber	vegetable	True	hyper	test
cow	creature	True	hyper	test
spinach	vegetable	True	hyper	test
ear	corn	False	other	test
vertebrate	tiger	False	other	test
goat	animal	True	hyper	test
scarf	garment	True	hyper	test
shirt	artefact	True	hyper	test
inn	pub	False	other	test
rifle	gun	True	hyper	test
villa	house	True	hyper	test
hat	wear	True	hyper	test
animal	hornet	False	other	test
tooth	rat	False	other	test
cucumber	food	True	hyper	test
bed	artifact	True	hyper	test
hawk	bird	True	hyper	test
lemon	produce	True	hyper	test
cottage	construction	True	hyper	test
windshield	bomber	False	other	test
fighter	aeroplane	True	hyper	test
moth	insect	True	hyper	test
hawk	raptor	True	hyper	test
shell	grenade	False	other	test
lizard	alligator	False	other	test
rocket	fighter	False	other	test
guard	dagger	False	other	test
vulture	creature	True	hyper	test
conveyance	glider	False	other	test
covering	jacket	False	other	test
wardrobe	object	True	hyper	test
herb	parsley	False	other	test
piano	artifact	True	hyper	test
phone	commodity	True	hyper	test
frigate	ship	True	hyper	test
couch	snap	False	other	test
crow	swan	False	other	test
cranberry	fruit	True	hyper	test
kalashnikov	rifle	False	other	test
scissors	hammer	False	other	test
artefact	frigate	False	other	test
desk	artefact	True	hyper	test
bout	cello	False	other	test
oak	tree	True	hyper	test
trumpet	artifact	True	hyper	test
bear	creature	True	hyper	test
banana	food	True	hyper	test
timetable	frigate	False	other	test
castle	door	False	other	test
ticket	stereo	False	other	test
coyote	predator	True	hyper	test
coconut	fruit	True	hyper	test
fork	artefact	True	hyper	test
fighter	lecturer	False	other	test
yacht	artifact	True	hyper	test
falcon	vertebrate	True	hyper	test
coyote	head	False	other	test
cottage	structure	True	hyper	test
coyote	beast	True	hyper	test
vulture	predator	True	hyper	test
blouse	object	True	hyper	test
structure	library	False	other	test
squirrel	vertebrate	True	hyper	test
cauliflower	food	True	hyper	test
leaf	radish	False	other	test
pig	skin	False	other	test
apricot	republican	False	other	test
rifle	revolver	False	other	test
hawk	woodpecker	False	other	test
spade	sieve	False	other	test
cockroach	pest	True	hyper	test
hatchet	utensil	True	hyper	test
plumage	penguin	False	other	test
van	artefact	True	hyper	test
vest	trousers	False	other	test
ambulance	artefact	True	hyper	test
hatchet	artifact	True	hyper	test
brick	pub	False	other	test
turnip	root	True	hyper	test
artefact	hammer	False	other	test
wardrobe	artifact	True	hyper	test
bottom	bag	False	other	test
coat	commodity	True	hyper	test
object	box	False	other	test
sofa	artifact	True	hyper	test
owl	creature	True	hyper	test
sheep	herbivore	True	hyper	test
herring	food	True	hyper	test
desk	furnishing	True	hyper	test
crow	vertebrate	True	hyper	test
phone	system	True	hyper	test
artifact	wrench	False	other	test
helicopter	orientation	False	other	test
dress	artifact	True	hyper	test
produce	coconut	False	other	test
bit	horse	False	other	test
stereo	system	True	hyper	test
television	artifact	True	hyper	test
dagger	bomb	False	other	test
falcon	predator	True	hyper	test
horse	circle	False	other	test
trumpet	cyst	False	other	test
deer	ear	False	other	test
leaf	parsley	False	other	test
missile	artefact	True	hyper	test
bowl	inside	False	other	test
turtle	alligator	False	other	test
racism	tanker	False	other	test
dismay	vulture	False	other	test
fabric	coat	False	other	test
lime	food	True	hyper	test
fleece	jacket	False	other	test
table	furnishing	True	hyper	test
dagger	object	True	hyper	test
villa	edifice	True	hyper	test
crow	bird	True	hyper	test
pineapple	plan	False	other	test
cannon	artifact	True	hyper	test
sheep	snout	False	other	test
bomber	warplane	True	hyper	test
plumage	falcon	False	other	test
missile	vehicle	True	hyper	test
villa	speed	False	other	test
rat	mammal	True	hyper	test
barrel	rifle	False	other	test
glider	artifact	True	hyper	test
bed	furnishing	True	hyper	test
gorilla	beast	True	hyper	test
moth	animal	True	hyper	test
commodity	glove	False	other	test
cottage	edifice	True	hyper	test
giraffe	herbivore	True	hyper	test
bowl	utensil	True	hyper	test
castle	defense	True	hyper	test
cello	artifact	True	hyper	test
ceiling	villa	False	other	test
rat	snout	False	other	test
plume	pigeon	False	other	test
mammal	donkey	False	other	test
dolphin	animal	True	hyper	test
eagle	creature	True	hyper	test
cello	object	True	hyper	test
sweater	apparel	True	hyper	test
oak	poplar	False	other	test
jacket	commodity	True	hyper	test
phone	washer	False	other	test
deer	rabbit	False	other	test
pear	produce	True	hyper	test
blouse	good	True	hyper	test
hospital	patient	False	other	test
apparel	shirt	False	other	test
couch	bed	False	other	test
body	moth	False	other	test
grape	berry	True	hyper	test
glove	object	True	hyper	test
horse	herbivore	True	hyper	test
jam	jar	False	other	test
tanker	artifact	True	hyper	test
eye	hawk	False	other	test
squirrel	goat	False	other	test
washer	artefact	True	hyper	test
washer	commodity	True	hyper	test
jaw	bear	False	other	test
desk	object	True	hyper	test
poplar	angiosperm	True	hyper	test
vest	covering	True	hyper	test
cat	paw	False	other	test
violin	club	False	other	test
cloak	artifact	True	hyper	test
kalashnikov	revolver	False	other	test
squirrel	creature	True	hyper	test
rifle	arm	True	hyper	test
turnip	produce	True	hyper	test
camcorder	yacht	False	other	test
vest	clothing	True	hyper	test
cottage	castle	False	other	test
castle	site	True	hyper	test
mammal	elephant	False	other	test
woodpecker	animal	True	hyper	test
piano	artefact	True	hyper	test
restaurant	structure	True	hyper	test
pistol	artefact	True	hyper	test
guitar	device	True	hyper	test
hat	covering	True	hyper	test
artefact	revolver	False	other	test
pheasant	creature	True	hyper	test
villa	castle	False	other	test
hat	italian	False	other	test
peach	lime	False	other	test
cloak	stigma	False	other	test
whale	seafood	True	hyper	test
bull	cluster	False	other	test
television	shovel	False	other	test
oven	television	False	other	test
exterior	mug	False	other	test
grasshopper	bug	True	hyper	test
bass	cello	False	other	test
castle	edifice	True	hyper	test
foot	dove	False	other	test
lion	mammal	True	hyper	test
fridge	food	False	other	test
sieve	filter	True	hyper	test
jet	aircraft	True	hyper	test
scarf	poem	False	other	test
back	coat	False	other	test
cauliflower	produce	True	hyper	test
scooter	artifact	True	hyper	test
shirt	commodity	True	hyper	test
rabbit	rat	False	other	test
broccoli	food	True	hyper	test
apple	produce	True	hyper	test
animal	cockroach	False	other	test
plum	produce	True	hyper	test
tiger	mammal	True	hyper	test
turtle	creature	True	hyper	test
pub	edifice	True	hyper	test
gill	goldfish	False	other	test
flute	o	False	other	test
sheep	mammal	True	hyper	test
pig	mammal	True	hyper	test
fork	artifact	True	hyper	test
eye	swan	False	other	test
oven	artifact	True	hyper	test
vehicle	glider	False	other	test
tool	shovel	False	other	test
woodpecker	wheel	False	other	test
salmon	vertebrate	True	hyper	test
car	jet	False	other	test
construction	hotel	False	other	test
scarf	artefact	True	hyper	test
motorcycle	vehicle	True	hyper	test
clothes	dresser	False	other	test
object	missile	False	other	test
vehicle	fighter	False	other	test
spinach	cauliflower	False	other	test
metal	bus	False	other	test
cat	inception	False	other	test
bottle	artefact	True	hyper	test
coat	clothing	True	hyper	test
revolver	bazooka	False	other	test
spoon	artifact	True	hyper	test
rifle	artifact	True	hyper	test
dagger	artifact	True	hyper	test
rodent	rat	False	other	test
